,Companies,locations
843,"['DataProtect', 'Sertect Network', 'Palais Municipal']","['Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco']"
844,[],[]
845,"['Quinten\n        Full-time', 'Scale\n        Internship', 'Marsa Maroc\n        Internship']","['Dar Bouazza, Casablanca-Settat, Morocco', 'Benguerir, Morocco.', 'Casablanca , Morocco', 'El Jadida Province, Morocco']"
846,"['Banque marocaine', 'OPTI-TRONICS', 'Innovatis Consulting and Engineering', 'FARASHA SYSTEMS']","['Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
847,"['Natixis\n        Apprenticeship', 'Liebherr Group', 'Faculty of Electrical Engineering, Czech Technical University in Prague', 'Administration des Douanes et Impôts Indirects', 'Forum GENI Entreprises']","['Paris, France', 'Prague, République tchèque']"
848,['Dell Technologies\n        Full-time'],"['Préfecture de Casablanca, Morocco']"
849,[],[]
850,[],[]
851,"['Atos', 'Keenturtle', 'Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau', 'Office National des Chemins de Fer (ONCF)']","['Lyon', 'Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Maroc', 'Rabat Agdal']"
852,"['MAGHREB ARABE PRESSE AGENCE MAROCAINE DE PRESSE', 'Bank Al-Maghrib']","[""Direction des Systèmes d'Informations (DSI), Préfecture de Rabat, Morocco"", 'Préfecture de Rabat, Morocco']"
853,[],[]
854,['TEDxENSIAS'],[]
855,[],[]
856,"['Digimind', 'Pulse Media']","['Paris, Île-de-France, France', 'Paris, Ile-de-France, France', 'Rabat Prefecture, Morocco', 'Casablanca Prefecture, Morocco']"
857,"[""Laboratoire d'Informatique Signal et Image de la Côte d'Opale"", 'Institut scientifique UM5', 'Intellcap\n        Internship']","['Calais, Hauts-de-France, France', 'Rabat, Rabat - Salé - Kénitra, Maroc', 'Préfecture de Rabat, Morocco']"
858,[],[]
859,[],[]
860,[],[]
861,"['Orange Business Services\n        Full-time', 'inwi\n        Full-time', 'BpmShore', 'ANRT', 'Al Omrane']","['Rabat-Salé-Kénitra, Maroc', 'Casablanca, Grand Casablanca, Morocco', 'Casablanca, Grand Casablanca, Morocco', 'Rabat', 'Agadir, Sous-Massa-Drâa, Morocco']"
862,"['SII SERVICES MAROC \n        Internship', ""DataGrowb'\n        Internship"", 'CREDIT DU MAROC\n        Internship']","['Casablanca, Casablanca-Settat, Maroc', 'Nantes, Pays de la Loire, France', 'Préfecture de Casablanca, Morocco']"
863,"['Acentium\n        Full-time', 'Oracle\n        Internship', 'AEVAweb\n        Internship']","['Boston, Massachusetts, United States', 'Casablanca Prefecture, Morocco', 'Préfecture d’Oujda-Angad, Morocco']"
864,[],[]
865,"['AXA', 'Marsa Maroc']","['Casablanca Prefecture, Morocco']"
866,"['IEEE', 'CLS Group (Collecte Localisation Satellites)', 'OKTEO\n        Full-time', 'IEEE ENSIAS STUDENT BRANCH', 'Data Ingénierie']","['Toulouse, Occitanie, France', 'Région de Valence, France', 'Préfecture de Rabat, Morocco', 'Maroc']"
867,[],[]
868,"['Netfective Technology\n        Permanent', 'Altran\n        Internship', 'PayLogic\n        Internship', 'commune urbaine de marrakech\n        Internship']","['Bordeaux, Nouvelle-Aquitaine, France', 'Blagnac, Occitanie, France', 'Préfecture de Casablanca, Morocco', 'Préfecture de Marrakech, Morocco']"
869,"['High Integration Company | HIC', 'OCP S.A']","['Morocco', 'Morocco', 'Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco']"
870,"['HPS', 'Sahih Business', 'Mentis Developpement & services', 'SOCIÉTÉ TANGÉROISE DE MAINTENANCE']","['Préfecture de Casablanca, Morocco', 'Préfecture de Tanger-Asilah, Morocco', 'Préfecture de Tanger-Asilah, Morocco', 'Préfecture de Tanger-Asilah, Morocco']"
871,[],[]
872,[],[]
873,[],[]
874,"['Altran\n        Full-time', 'IEEE', 'Orange', 'Douane', ""Régie Autonome Multi-Services d'Agadir (RAMSA)""]","['Bretagne, France', 'Maroc', 'France', 'Préfecture d’Agadir Ida-Outanane, Morocco', 'Préfecture d’Agadir Ida-Outanane, Morocco']"
875,[],[]
876,"['Societe Generale Corporate and Investment Banking - SGCIB\n        Contract', 'INGENIANCE\n        Internship', 'Digimind\n        Internship']","['Paris, Île-de-France, France', 'Paris, Ile-de-France, France', 'Rabat Prefecture, Morocco']"
877,[],[]
878,[],[]
879,"['KBM Consulting', 'Netfective Technology', 'Groupe OCP', 'Groupe OCP']","['Préfecture de Casablanca, Morocco', 'Casablanca, Maroc']"
880,"['Imedia24 GmbH\n        Full-time', 'FLYER.be', 'SisPay']","['Préfecture de Casablanca, Morocco']"
881,"['PRAXIS ICT Consulting\n        Internship', 'AXA Assurance Maroc\n        Internship', ""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS"", ""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS"", 'BOTTU\n        Internship']","['Casablanca, Maroc', 'Casablanca, Maroc', 'Rabat, Maroc', 'Rabat, Maro', 'Casablanca, Maroc']"
882,['TOOL Consulting\n        Internship'],"['Casablanca, Casablanca - Settat, Maroc']"
883,[],[]
884,[],[]
885,"['Circular Consulting\n        Full-time', 'digiloop\n        Part-time', 'BAKIMEK']","['Brussels Region, Belgium', 'Brussels, Brussels Region, Belgium', 'Errachidia Province, Morocco', 'Meknès Prefecture, Morocco']"
886,[],[]
887,"['Upwork\n        Full-time', 'Office National Des Aéroports\n        Internship', 'Mohammed VI Hospital\n        Internship']","['Tétouan', 'Tangier']"
888,"['Capgemini\n        Full-time', 'Capgemini\n        Internship']","['Préfecture de Casablanca, Morocco', 'Sophia Antipolis, Provence-Alpes-Côte d’Azur, France']"
889,"['Bank Of Africa\n        Full-time', 'Sanlam Panafrica ex Saham Finance', 'Deloitte', 'Maroc Telecom']","['Casablanca, Casablanca-Settat, Maroc', 'Préfecture de Casablanca, Morocco', 'Maroc', 'Maroc', 'Maroc', 'Maroc']"
890,"['Michelin\n        Full-time', 'CEDAMUS']","['Clermont-Ferrand, Auvergne-Rhône-Alpes, France', 'Rabat, Morocco']"
891,"['Umanis\n        Internship', 'Admiral Digital Consulting\n        Internship', 'Mobiblanc\n        Internship']",[]
892,"['OCP SA', 'ATTAWFIQ-MF ,Banque populaire']","['Casablanca, Casablanca-Settat, Maroc', 'Casablanca - Settat, Maroc', 'Casablanca, Grand Casablanca, Morocco', 'Casablanca, Grand Casablanca, Morocco']"
893,[],[]
894,[],[]
895,"['Unisys\n        Full-time', 'Bull\n        Full-time', 'Omnidata\n        Full-time', 'Microids\n        Full-time']","['Morocco', 'Morocco', 'Morocco', 'The privileged interlocutor of the customer on the taxpayer area (Information Sy', 'Maroc', 'Canada']"
896,[],[]
897,"['ECA-Assurances\n        Internship', ""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS"", ""Faculté des Sciences Ben M'Sik""]","['Casablanca, Casablanca-Settat, Maroc', 'Préfecture de Rabat, Morocco', 'Préfecture de Casablanca, Morocco']"
898,"['IRESEN - Research Institute for Solar Energy and New Energies\n        Full-time', 'MAScIR - Moroccan Foundation for Advanced Science, Innovation and Research\n        Full-time', ""Régie Autonome Multi-Services d'Agadir (RAMSA)""]","['Préfecture de Rabat, Morocco', 'Préfecture d’Agadir Ida-Outanane, Morocco']"
899,[],[]
900,[],[]
901,[],[]
902,"['JP&CO\n        Internship', 'Etoile top med']","['Casablanca, Casablanca-Settat, Maroc', 'Casablanca, Casablanca-Settat, Maroc', 'Casablanca, Grand Casablanca, Morocco', 'Casablanca, Grand Casablanca, Morocco']"
903,"['Payment Center For Africa - PCA\n        Internship', 'Intellcap', 'ABN SOFT']","['Préfecture de Rabat, Morocco', 'Casablanca, Casablanca-Settat, Maroc']"
904,[],[]
905,"['Optimum Solutions TI\n        Full-time', 'Modis', 'INEAT Group', 'Domotic Maroc', 'Ministère de la communication']","['Région de Montréal, Canada', 'Région de Lille, France', 'Région de Lille, France', 'Rabat', 'Rabat']"
906,"['MTI Express \n        Internship', 'Marsa Maroc', 'Abelmo Electronique']","['Casablanca, Casablanca-Settat, Maroc', 'Agadir, Maroc.', 'Agadir, Maroc']"
907,"['Société Générale Assurances', 'Orange', 'B&B consultants', 'RADEEL']","['Région de Paris, France', 'Région de Paris, France', 'Région de Paris, France', 'Préfecture de Rabat, Morocco', 'Province de Larache, Morocco']"
908,[],[]
909,['ECS Informatique\n        Full-time'],[]
910,"['IEEE ENSIAS STUDENT BRANCH', 'INSEC', 'ENACTUS ENSIAS']",[]
911,"['Inetum\n        Internship', 'KAPISOFT CONSULTING\n        Internship', 'LUMAFRIC\n        Internship']","['Morocco', 'Morocco']"
912,[],[]
913,[],[]
914,"['OCTO Technology\n        Internship', 'Second World\n        Internship', 'PORTNET S.A. ""National Single Window of Foreign Trade""\u200b']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Rabat et périphérie', 'Casablanca Prefecture, Morocco']"
915,"['doosys.ma\n        Internship', 'Attijariwafa bank\n        Internship']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Préfecture de Casablanca, Morocco']"
916,[],[]
917,"['CHU Tanger', 'DXC Technology\n        Internship', ""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS"", 'Trésorerie Générale du Royaume', ""Office national de l'electricité et de l'eau potable - Branche Eau""]","['Rabat-Salé-Kénitra, Maroc', 'Préfecture de Rabat, Morocco', 'Rabat, Rabat-Salé-Zemmour-Zaër, Morocco', 'Province de Khénifra, Morocco']"
918,"['TEDxENSIAS', 'Minmegam Internet Services\n        Internship', 'Wilaya of Marrakech-Safi, Morocco\n        Internship']","['Rabat-Salé-Kenitra, Morocco', 'Coimbatore, Tamil Nadu, India', 'Marrakech, Morocco']"
919,"['oppScience\n        Permanent', 'Amadeus\n        Internship', 'invyad']","['Paris, Île-de-France, France', 'Nice, Provence-Alpes-Côte d’Azur, France', 'Préfecture de Casablanca, Morocco']"
920,"['University of Toulouse Jean Jaures', 'IRIT (Institut de Recherche en Informatique de Toulouse)', 'Capgemini\n        Full-time', 'EBC system\n        Contract', 'Agence Nationale de Réglementation des Télécommunications\n        Internship']","['Région de Toulouse, France', 'Région de Toulouse, France', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco']"
921,"['AIKA Services\n        Self-employed', 'Medina Express', 'Club Great debaters ENSIAS', ""L'Association des jeunes Développeurs"", 'Great Debaters ENSIAS']","['Ouagadougou, Burkina', 'Casablanca-Settat, Maroc', 'Préfecture de Rabat, Morocco', 'Rabat, Maroc', 'ENSIAS, Rabat']"
922,"['Payment Center For Africa - PCA\n        Internship', 'Atos', 'Adspade']","['Casablanca', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
923,[],[]
924,[],[]
925,[],[]
926,"['DigitalAdvisor\n        Internship', 'RADEETA\n        Internship', 'IEEE ENSIAS STUDENT BRANCH']","['El Jadida, Casablanca-Settat, Maroc', 'Province de Taza, Morocco']"
927,"['Flood Gate Labs\n        Internship', 'INTELLCAP S.A.R.L\n        Internship']","['Rabat, Rabat - Salé - Kénitra, Maroc', 'Casablanca, Casablanca - Settat, Maroc', 'Casablanca, Casablanca - Settat, Maroc']"
928,[],[]
929,[],[]
930,[],[]
931,[],[]
932,"['CS-Novidy’s', 'CS-Novidy’s\n        Internship']","['Le Plessis-Robinson, Île-de-France, France', 'Le Plessis-Robinson, Île-de-France, France']"
933,"['e-acta\n        Internship', '1337 Future Is Loading']","['Fes, Morocco']"
934,"['OMNISHORE Groupe MEDTECH\n        Full-time', 'DataProtect\n        Full-time', 'Trésorerie Générale du Royaume', ""L'Association des jeunes Développeurs"", 'Le Desk.ma']","['Casablanca, Casablanca-Settat, Morocco', 'Casablanca, Morocco', 'Rabat, Rabat-Salé-Zemmour-Zaër, Morocco', 'Préfecture de Rabat, Morocco', 'Casablanca, Morocco']"
935,['INTELLCAP\n        Internship'],"['Rabat, Rabat-Salé-Kénitra, Maroc']"
936,"['TELEDYNE\n        Internship', 'Olympiades ENSIAS']","['Casablanca, Casablanca-Settat, Maroc', 'ENSIAS']"
937,"['Deloitte\n        Internship', 'HackerOne\n        Freelance', 'Henceforth\n        Internship', 'Olympiades ENSIAS\n        Part-time', ""Conseil Supérieur de l'Education, de la Formation et de la Recherche Scientifique\n        Internship""]","['Casablanca, Casablanca-Settat, Morocco', 'Rabat, Rabat-Sale, Morocco', 'Maroc', 'Maroc']"
938,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS\n        Internship""]","['Rabat, Rabat-Salé-Kénitra, Maroc']"
939,"['OCTO Technology\n        Internship', 'OCTO Technology\n        Internship']","['Rabat-Salé-Kénitra, Maroc', 'Rabat, Rabat-Salé-Kénitra, Maroc']"
940,"['Deloitte\n        Internship', 'CDG Capital\n        Internship', 'Direction Générale des Impôts\n        Internship']","['Préfecture de Rabat, Morocco']"
941,"['Mailoop\n        Internship', 'mamda-mcma', 'TOP ENERGIE']","['Paris, Île-de-France, France', 'Préfecture de Rabat, Morocco', 'Casablanca, Grand Casablanca, Morocco']"
942,[],[]
943,[],[]
944,"['Teal Technology Services (IBM & OCP JV)\n        Full-time', 'Capgemini\n        Full-time', 'S2M\n        Internship', 'INJAZ Al-Maghrib']","['Casablanca Metropolitan Area', 'Casablanca Metropolitan Area', 'Casablanca', 'Casablanca-Settat, Morocco']"
945,"['Karnov Group\n        Full-time', 'Cargoflux', 'MonMecanicien']","['Copenhagen, Capital Region, Denmark', 'Copenhagen, Capital Region, Denmark', 'Paris Area, France', 'Rabat Prefecture, Morocco', 'Rabat Prefecture, Morocco', 'Rabat Prefecture, Morocco']"
946,[],[]
947,"['Flagship.io by AB Tasty\n        Internship', 'AB Tasty\n        Internship', 'TrouveTaVoie\n        Internship', 'Maroc Telecom\n        Internship']","['Paris, Île-de-France, France', 'Paris, Île-de-France, France', 'Paris, Ile-de-France, France', 'Préfecture de Rabat, Morocco']"
948,"['SNCF Réseau\n        Internship', 'Groupe Renault', ""Académie régionale d'éducation et de formation de Rabat-Salé-Kénitra"", 'BMCI Groupe BNP Paribas']","['Saint-Denis, Île-de-France, France', 'Région de Paris, France', 'Préfecture de Rabat, Morocco', 'Province d’El Kelaâ des Sraghna, Morocco']"
949,"['HPS', 'M2M Group']","['Casablanca Prefecture, Morocco', 'Casablanca - Morocco']"
950,[],[]
951,[],[]
952,"['Xperts4all\n        Internship', 'province oued eddahab\n        Internship']","['Casablanca, Casablanca - Settat, Maroc', 'Morocco']"
953,"['Quality Control Engineering', 'RADEM']","['Casablanca, Casablanca-Settat, Morocco', 'Rabat Prefecture, Morocco', 'Meknes, Morocco']"
954,"['VISEO\n        Internship', 'Office National des Chemins de Fer (ONCF)', 'Fondation Alkarama micro finance']","['Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
955,"['SeveUp', 'La Banque Postale\n        Internship', 'Next Media Morocco\n        Internship', 'SOCIÉTÉ TANGÉROISE DE MAINTENANCE\n        Internship', 'MEDI1TV\n        Internship']","['Royat, Auvergne-Rhône-Alpes, France', 'Nantes, Pays de la Loire, France', 'Rabat, Rabat-Salé-Zemmour-Zaër, Morocco', 'Préfecture de Tanger-Asilah, Morocco', 'Préfecture de Tanger-Asilah, Morocco']"
956,['R.A.D.E.E.F\n        Internship'],"['Fès, Maroc']"
957,"['Bank Of Africa\n        Freelance', 'Société Générale Maroc\n        Freelance', 'Société Générale African Business Services\n        Full-time', 'Capgemini\n        Full-time']","['Casablanca et périphérie', 'Casablanca et périphérie', 'Casablanca et périphérie', 'Casablanca et périphérie', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
958,"['MEGA International', 'DXC Technology', 'ANCFCC', 'CGI']","['Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco', 'Rabat', 'Préfecture de Rabat, Morocco']"
959,"[""Ministère de l'Education Nationale"", ""DSI - Ministère d'éducation nationale"", 'ICINET']","['Rabat-Salé-Kénitra, Maroc', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
960,"['Agence Nationale des Ports (ANP) \n        Internship', 'OCP Group\n        Internship']","['El-Jadida, Casablanca-Settat, Maroc', 'El-Jadida, Casablanca - Settat, Maroc']"
961,"['Forum GENI ENTREPRISES\n        Full-time', ""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS\n        Full-time""]","['Rabat, Rabat-Salé-Kenitra, Morocco', 'Rabat, Rabat-Salé-Kenitra, Morocco']"
962,"['AUTO HALL Lalla Yacout', 'Veolia Africa']","['Tanger, Morocco', 'Tangier, Tanger, Morocco', 'Morocco', 'Tanger']"
963,"['Insights.ma\n        Full-time', 'Mutuelle générale des postes et télécommunications', 'IHM Technologies']","['Rabat', 'Préfecture de Rabat, Morocco']"
964,['Banque Centrale Populaire - BCP'],[]
965,"['Olympiades ENSIAS\n        Part-time', 'ENSIAS IT Club\n        Part-time', 'ENSIAS AI\n        Part-time', 'CINDH-ENSIAS(Club d’Initiative Nationale du Développement Humain )\n        Part-time']","['Maroc', 'Maroc', 'Maroc', 'Maroc']"
966,[],"['Bordeaux, Nouvelle-Aquitaine, France', 'Préfecture de Casablanca, Morocco', 'Bordeaux, Nouvelle-Aquitaine, France']"
967,"['AccelCity\n        Internship', 'Information Systems Engineering Laboratory\n        Internship']","['Casablanca, Casablanca-Settat, Maroc', 'Marrakech - Safi, Maroc']"
968,"['SAHAM Assurance', 'PIMAN 2.0', 'WaystoCap', 'SMART BUSINESS PARTNER']","['Casablanca, Grand Casablanca, Morocco', 'Casablanca, Grand Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
969,"['Payment Center For Africa - PCA\n        Internship', 'Gorgov Digital advertising agency\n        Internship']","['Casablanca Metropolitan Area', 'Cairo, Egypt']"
970,"['Freelance', 'Ténor Group\n        Full-time', 'AFMA\n        Full-time', 'Saham Assistance\n        Full-time']","['Casablanca-Settat, Maroc', 'CASABLANCA', 'Casablanca', 'Casablanca', 'Casablanca', 'Casablanca']"
971,"['ServiceNow\n        Permanent Full-time', 'GAMEDEV Sarl\n        Full-time', 'Customs Administration\n        Full-time', 'Sofrecom\n        Full-time']","['Montreal, Quebec, Canada', 'Montreal, Quebec, Canada', 'Montreal, Quebec, Canada', 'Kenitra, Rabat-Sale, Morocco', 'Rabat, Rabat-Sale, Morocco', 'Rabat']"
972,[],[]
973,"['Semji', 'Reputation VIP', 'COZYNERGY', 'ONERA']","['Lyon, Auvergne-Rhone-Alpes, France', 'Lyon, Auvergne-Rhone-Alpes, France', 'Toulouse Area, France', 'Toulouse Area, France', 'Toulouse Area, France', 'Toulouse Area, France']"
974,[],[]
975,[],[]
976,[],[]
977,"[""Étudiante à l'ENSIAS"", 'Totalcall', 'SICOTEL DISTRIBUTION']","['Préfecture de Rabat, Morocco', 'Préfecture de Casablanca, Morocco', 'Casablanca, Morocco']"
978,"['Riverland Reply GmbH\n        Full-time', 'Cognizant\n        Full-time', 'bSuccess', 'NOVEC sa', ""Direction Régional de l'Equipement, du Transport et de la Logistique""]","['Munich Area, Germany', 'Casablanca Prefecture, Morocco', 'Rabat Prefecture, Morocco', 'Béni Mellal Province, Morocco']"
979,[],[]
980,"['Expertflow', '4D', 'itemis France SAS', 'SoftCenter – Rabat', 'Veolia']","['Préfecture de Rabat, Morocco', 'Rabat , Morocco', 'Rabat , Morocco', 'Rabat, Morocco', 'Rabat, Morocco']"
981,"['CGI\n        Internship', 'Grenoble INP - Ensimag', ""Observatoire National Des Droits de l'Enfant"", 'Hult Prize Foundation']","['Grenoble, Auvergne-Rhône-Alpes, France']"
982,[],[]
983,['Ministry of Interior\n        Internship'],[]
984,"['UM6P', 'Accenture', 'INTELLCAP', 'SAS', 'Tiznit province']","['Morocco', 'Casablanca Prefecture, Morocco', 'Agdal Rabat , Morocco', 'France', 'Tiznit Province, Morocco']"
985,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS""]","['Rabat, Rabat - Salé - Kénitra, Maroc']"
986,"['DOCAPOSTE', 'ZTE Corporation']","['Casablanca, Grand Casablanca, Morocco', 'Maroc,Rabat', 'Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco']"
987,[],[]
988,"['INTELCIA\n        Internship', 'Moroccan Foundation of the Student', 'STE Roche Travaux SARL\n        Internship', ""Laâyoune's Urban Agency\n        Internship"", 'ISMAILI’S FIDUCIARY\n        Internship']","['Rabat-Salé-Kenitra, Morocco', 'Es Semara, Laâyoune-Sakia El Hamra, Maroc', 'Province of Laâyoune, Morocco', 'Province of ESSemara, Morocco']"
989,"['IEEE ENSIAS STUDENT BRANCH', 'D3 SOFT']","['Préfecture de Tanger-Asilah, Morocco']"
990,"['D&A TECHNOLOGIES\n        Internship', 'Finatech Group']","['Préfecture de Rabat, Morocco']"
991,"['CIH BANK', 'DXC Technology Maroc', 'VALFIN', 'FitIn Consulting', 'Trésorerie Générale du Royaume']","['Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco', 'RABAT']"
992,"['LM RABAT \n        Full-time', 'Total\n        Internship']","['Rabat-Sale, Morocco', 'Casablanca. Maroc']"
993,[],[]
994,"['Mohammed VI Polytechnic University\n        Internship', 'OCP SA\n        Internship', 'RADEEL\n        Internship']","['Province de Larache, Morocco']"
995,"['IPCIG\n        Internship', 'Auto-école \n        Internship']","['Rabat, Rabat-Salé-Kénitra, Maroc', 'Rabat, Rabat - Salé - Kénitra, Maroc']"
996,"['Effyis Group', 'CID-Conseil Ingénierie et Développement \n        Internship', 'Caisse financement  routier ( CFR)']","['Casablanca, Casablanca-Settat, Maroc', 'Salé, Rabat - Salé - Kénitra, Maroc', 'Préfecture de Rabat, Morocco']"
997,"['Nimbleways\n        Full-time', 'SQLI', 'Masarat App\n        Internship', 'MySchool']","['Préfecture de Rabat, Morocco']"
998,[],[]
999,"['Euro Makers\n        Internship', 'INTELLCAP SARL\n        Internship', 'Lesieur Cristal\n        Internship']","['Région de La Rochelle, France', 'Préfecture de Rabat, Morocco', 'Préfecture de Casablanca, Morocco']"
1000,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS\n        Internship"", 'Tesca Group\n        Internship']","['Rabat, Rabat-Salé-Kenitra, Morocco', 'Tangier, Tanger-Tetouan-Al Hoceima, Morocco']"
1001,"['Banque Centrale Populaire - BCP\n        Internship', 'Shokly\n        Internship', 'Royal Air Maroc\n        Internship', 'Office National Des Aéroports\n        Internship', 'ISSS SETTAT\n        Internship']","['Casablanca - Settat, Maroc', 'Paris, Île-de-France, France', 'Casablanca, Maroc', 'Province de Nouaceur, Morocco', 'Province de Settat, Morocco']"
1002,"[""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS\n        Internship"", 'Forum GENI Entreprises\n        Part-time']","['Rabat-Salé-Kenitra, Morocco', 'Rabat, Rabat-Salé-Kénitra, Maroc']"
1003,"['Flowhaven', 'AALTO MOSA!C-Lab', 'ATTAWFIQ Micro Finance', 'ATTAWFIQ Micro Finance']","['Helsinki, Finland', 'Espoo, Finland', 'Avenue Hassan II, Casablanca, Morocco', 'Avenue Hassan II, Casablanca, Morocco']"
1004,[],[]
1005,['NBS Consulting | Salesforce Platinum Partner\n        Internship'],"['Casablanca, Casablanca-Settat, Morocco']"
1006,[],[]
1007,"['CGI\n        Internship', 'ONEE-Branche Eau', 'REDAL-RABAT']","['Rabat - Salé - Kénitra, Maroc', 'Maroc Rabat']"
1008,"[""Centre Régional d'Investissement Marrakech - Safi"", 'PortNet: ""Guichet Unique National des Procédures du Commerce Extérieur""\n        Full-time', 'AGIWISE', 'CGI', 'Algo Consulting Group']",[]
1009,"['University of Ottawa', 'Alithya\n        Permanent Full-time', 'Microsoft North Africa\n        Internship']","['Ottawa, Ontario, Canada', 'Ottawa, Ontario, Canada', 'Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Rabat-Sale, Morocco']"
1010,"['RIBATIS\n        Full-time', 'SQLI\n        Full-time', 'GE Healthcare\n        Full-time']","['Préfecture de Casablanca, Morocco', 'Région de Paris, France', 'Région de Paris, France']"
1011,['LamaZzuro\n        Internship'],"['Casablanca - Settat, Maroc']"
1012,"['Banque Centrale Populaire - BCP\n        Internship', 'Intellcap\n        Internship', ""CLEF - Centre Leadership d'Encadrement et de Formation\n        Internship"", 'RADEEO\n        Internship']","['Casablanca, Casablanca-Settat, Morocco', 'Rabat, Rabat-Salé-Kenitra, Morocco', 'Rabat, Rabat-Sale, Morocco', 'Oujda, L’Oriental, Morocco']"
1013,[],[]
1014,['Otis Elevator Co.\n        Internship'],['Tangier']
1015,"['Shamsiyah\n        Internship', 'Second World\n        Internship', 'The English Bookshop\n        Part-time', 'Assabil Model United Nations']","['Casablanca, Morocco', 'Rabat, Rabat-Sale, Morocco', 'Rabat,Ets Bir Kacem Assabil, Maroc']"
1016,"['Groupe Crédit Agricole', ""Ministère de l'économie et des Finances""]","['Casablanca, Casablanca-Settat, Maroc', 'Préfecture de Casablanca, Morocco', 'Rabat Prefecture, Morocco', 'Rabat Prefecture, Morocco']"
1017,"['Ministère de la Justice Maroc', 'MAXWARE TECHNOLOGY', 'Super Cerame SA']","['Préfecture de Rabat, Morocco', 'Préfecture de Rabat, Morocco', 'Province de Kénitra, Morocco', 'Province de Kénitra, Morocco']"
1018,"['GENIE FORUM', 'Dahbi Technologie Maroc\n        Internship']","['Rabat', 'Casablanca, Casablanca-Settat, Maroc']"
1019,"['Henceforth', 'ANNOUR Technologies', 'Taillis Lab']","['Rabat,Maroc', 'Préfecture de Casablanca, Morocco', 'Préfecture de Casablanca, Morocco']"
1020,"['Procom Québec\n        Full-time', 'Caisse Centrale de Garantie (CCG) \n        Full-time']","['Montréal, Québec, Canada', 'Maroc']"
1021,"['OKA CONSULTING LTD.\n        Permanent Full-time', 'BGW Multimedia\n        Permanent Full-time', 'Canal+ Technologies\n        Contract Full-time', 'INRIA - Rennes\n        Permanent Full-time']","['Montreal, Quebec, Canada', 'Montreal, Quebec, Canada', 'Paris, Île-de-France, France', 'Rennes, Brittany, France']"
1022,['National Office of Professional Formation and Labor Promotion\n        Full-time'],"['Casablanca, Morocco']"
1023,"['Visa\n        Full-time', 'S2M', 'SOGETI']","['Toronto, Canada Area', 'Toronto, Canada Area', 'Casablanca, Morocco', 'Casablanca, Morocco', 'Casablanca, Morocco', 'Paris, France']"
1024,"['Hydro-Québec', 'Randstad', ""L'Oréal"", 'Faction A', 'agileDSS']","['Montreal, Quebec, Canada', 'Montreal, Quebec, Canada', 'Montreal, Quebec, Canada', 'Montreal, Quebec, Canada']"
1025,"['CGI\n        Full-time', 'PM SCADA Cyber Défense', 'SPEAR\n        Self-employed', 'Devoteam\n        Full-time', 'I.T.Consulting\n        Full-time']","['Montréal, Québec, Canada', 'Région de Montréal, Canada', 'Maroc', 'Maroc']"
1026,"[""Ministère de l'Economie, des Finances et de la Réforme de l'Administration\n        Internship""]","['Préfecture de Rabat, Maroc']"
1027,['Al Omrane\n        Internship'],"['Agadir, Souss-Massa, Morocco']"
1028,"['ServiceNow Practice at Cognizant Formerly Linium', 'Ivanhoé Cambridge', 'Nexio\n        Full-time', 'Global Support Technologies', 'IDEMIA']","['Montreal, Quebec, Canada', 'Montreal, Canada Area', 'Rabat Prefecture, Morocco']"
